Regional Economy,Statistic,Value,Footnote,Year,Unit of Measure,Sustainable Development Goal,ADB Country Code
Philippines,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,2.98,,2015-2021,%,10.1.1,PHI
Samoa,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,SAM
Singapore,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,SIN
Solomon Islands,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,SOL
Sri Lanka,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,1.74,,2016-2019,%,10.1.1,SRI
"Taipei,China",10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,TAP
Tajikistan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,1.32,,2009-2015,%,10.1.1,TAJ
Thailand,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,0.66,,2015-2019,%,10.1.1,THA
Timor-Leste,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,TIM
Tonga,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,-1.82,,2009-2015,%,10.1.1,TON
Turkmenistan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,TKM
Tuvalu,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,TUV
Uzbekistan,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,UZB
Vanuatu,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,,,%,10.1.1,VAN
Viet Nam,10.1.1 – Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,4.69,,2016-2020,%,10.1.1,VIE
Afghanistan,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,75.19,,2019,?g/m3,11.6.2,AFG
Armenia,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,36.24,,2019,?g/m3,11.6.2,ARM
Azerbaijan,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,26.18,,2019,?g/m3,11.6.2,AZE
Bangladesh,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,46.85,,2019,?g/m3,11.6.2,BAN
Bhutan,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,16.91,,2019,?g/m3,11.6.2,BHU
Brunei Darussalam,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,6.76,,2019,?g/m3,11.6.2,BRU
Cambodia,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,18.35,,2019,?g/m3,11.6.2,CAM
"China, People's Republic of",11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,40.17,,2019,?g/m3,11.6.2,PRC
Cook Islands,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,7.87,,2019,?g/m3,11.6.2,COO
Fiji,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,8.14,,2019,?g/m3,11.6.2,FIJ
Georgia,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,20.85,,2019,?g/m3,11.6.2,GEO
"Hong Kong, China",11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,35,,2021,?g/m3,11.6.2,HKG
India,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,53.03,,2019,?g/m3,11.6.2,IND
Indonesia,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,19.93,,2019,?g/m3,11.6.2,INO
Kazakhstan,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,35.44,,2019,?g/m3,11.6.2,KAZ
Kiribati,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,7.98,,2019,?g/m3,11.6.2,KIR
"Korea, Republic of",11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,24.38,,2019,?g/m3,11.6.2,KOR
Kyrgyz Republic,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,39.65,,2019,?g/m3,11.6.2,KGZ
Lao People's Democratic Republic,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,24.19,,2019,?g/m3,11.6.2,LAO
Malaysia,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,23.74,,2019,?g/m3,11.6.2,MAL
Maldives,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,12.69,,2019,?g/m3,11.6.2,MLD
Marshall Islands,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,7.55,,2019,?g/m3,11.6.2,RMI
"Micronesia, Federated States of",11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,8.13,,2019,?g/m3,11.6.2,FSM
Mongolia,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,50.62,,2019,?g/m3,11.6.2,MON
Myanmar,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,27.75,,2019,?g/m3,11.6.2,MYA
Nauru,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,7.4,,2019,?g/m3,11.6.2,NAU
Nepal,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,36.92,,2019,?g/m3,11.6.2,NEP
Niue,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,,,,?g/m3,11.6.2,NIU
Pakistan,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,51.59,,2019,?g/m3,11.6.2,PAK
Palau,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,7.92,,2019,?g/m3,11.6.2,PLW
Papua New Guinea,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,9.51,,2019,?g/m3,11.6.2,PNG
Philippines,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,24.2,,2019,?g/m3,11.6.2,PHI
Samoa,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,8.07,,2019,?g/m3,11.6.2,SAM
Singapore,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,13.33,,2019,?g/m3,11.6.2,SIN
Solomon Islands,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,8.7,,2019,?g/m3,11.6.2,SOL
Sri Lanka,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,24.79,,2019,?g/m3,11.6.2,SRI
"Taipei,China",11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,14.4,,2021,?g/m3,11.6.2,TAP
Tajikistan,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,56.8,,2019,?g/m3,11.6.2,TAJ
Thailand,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,25.48,,2019,?g/m3,11.6.2,THA
Timor-Leste,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,21.77,,2019,?g/m3,11.6.2,TIM
Tonga,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,7.74,,2019,?g/m3,11.6.2,TON
Turkmenistan,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,26.43,,2019,?g/m3,11.6.2,TKM
Tuvalu,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,,,,?g/m3,11.6.2,TUV
Uzbekistan,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,44.55,,2019,?g/m3,11.6.2,UZB
Vanuatu,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,9.09,,2019,?g/m3,11.6.2,VAN
Viet Nam,11.6.2 – Annual Mean of Fine Particulate Matter of 2.5 Microns in Diameter (PM2.5) or Smaller Concentration Levels in Urban Areas,22.12,,2019,?g/m3,11.6.2,VIE
Afghanistan,12.2.1 – Material Footprint,52.592545,,2019,Million Metric Tons,12.2.1,AFG
Armenia,12.2.1 – Material Footprint,17.601273,,2019,Million Metric Tons,12.2.1,ARM
Azerbaijan,12.2.1 – Material Footprint,106.084883,,2019,Million Metric Tons,12.2.1,AZE
Bangladesh,12.2.1 – Material Footprint,470.20365,,2019,Million Metric Tons,12.2.1,BAN
Bhutan,12.2.1 – Material Footprint,24.7474617,,2019,Million Metric Tons,12.2.1,BHU
Brunei Darussalam,12.2.1 – Material Footprint,37.134553,,2019,Million Metric Tons,12.2.1,BRU
Cambodia,12.2.1 – Material Footprint,94.004068,,2019,Million Metric Tons,12.2.1,CAM
"China, People's Republic of",12.2.1 – Material Footprint,31480.171,,2019,Million Metric Tons,12.2.1,PRC
Cook Islands,12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,COO
Fiji,12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,FIJ
Georgia,12.2.1 – Material Footprint,41.360022,,2019,Million Metric Tons,12.2.1,GEO
"Hong Kong, China",12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,HKG
India,12.2.1 – Material Footprint,7140.0832,,2019,Million Metric Tons,12.2.1,IND
Indonesia,12.2.1 – Material Footprint,1831.3504,,2019,Million Metric Tons,12.2.1,INO
Kazakhstan,12.2.1 – Material Footprint,638.32496,,2019,Million Metric Tons,12.2.1,KAZ
Kiribati,12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,KIR
"Korea, Republic of",12.2.1 – Material Footprint,1127.5303,,2019,Million Metric Tons,12.2.1,KOR
Kyrgyz Republic,12.2.1 – Material Footprint,50.1957,,2019,Million Metric Tons,12.2.1,KGZ
Lao People's Democratic Republic,12.2.1 – Material Footprint,69.08597,,2019,Million Metric Tons,12.2.1,LAO
Malaysia,12.2.1 – Material Footprint,625.78506,,2019,Million Metric Tons,12.2.1,MAL
Maldives,12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,MLD
Marshall Islands,12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,RMI
"Micronesia, Federated States of",12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,FSM
Mongolia,12.2.1 – Material Footprint,34.245248,,2019,Million Metric Tons,12.2.1,MON
Myanmar,12.2.1 – Material Footprint,111.50955,,2019,Million Metric Tons,12.2.1,MYA
Nauru,12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,NAU
Nepal,12.2.1 – Material Footprint,159.669083,,2019,Million Metric Tons,12.2.1,NEP
Niue,12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,NIU
Pakistan,12.2.1 – Material Footprint,747.80017,,2019,Million Metric Tons,12.2.1,PAK
Palau,12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,PLW
Papua New Guinea,12.2.1 – Material Footprint,45.85602,,2019,Million Metric Tons,12.2.1,PNG
Philippines,12.2.1 – Material Footprint,948.28835,,2019,Million Metric Tons,12.2.1,PHI
Samoa,12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,SAM
Singapore,12.2.1 – Material Footprint,292.72985,,2019,Million Metric Tons,12.2.1,SIN
Solomon Islands,12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,SOL
Sri Lanka,12.2.1 – Material Footprint,92.889957,,2019,Million Metric Tons,12.2.1,SRI
"Taipei,China",12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,TAP
Tajikistan,12.2.1 – Material Footprint,53.590842,,2019,Million Metric Tons,12.2.1,TAJ
Thailand,12.2.1 – Material Footprint,817.94792,,2019,Million Metric Tons,12.2.1,THA
Timor-Leste,12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,TIM
Tonga,12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,TON
Turkmenistan,12.2.1 – Material Footprint,78.042124,,2019,Million Metric Tons,12.2.1,TKM
Tuvalu,12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,TUV
Uzbekistan,12.2.1 – Material Footprint,201.98877,,2019,Million Metric Tons,12.2.1,UZB
Vanuatu,12.2.1 – Material Footprint,,,,Million Metric Tons,12.2.1,VAN
Viet Nam,12.2.1 – Material Footprint,822.33233,,2019,Million Metric Tons,12.2.1,VIE
Afghanistan,12.2.1 – Material Footprint,1.382495162,,2019,Per Capita,12.2.1,AFG
Armenia,12.2.1 – Material Footprint,5.950943765,,2019,Per Capita,12.2.1,ARM
Azerbaijan,12.2.1 – Material Footprint,10.55810607,,2019,Per Capita,12.2.1,AZE
Bangladesh,12.2.1 – Material Footprint,2.883868056,,2019,Per Capita,12.2.1,BAN
Bhutan,12.2.1 – Material Footprint,32.43042364,,2019,Per Capita,12.2.1,BHU
Brunei Darussalam,12.2.1 – Material Footprint,85.70250591,,2019,Per Capita,12.2.1,BRU
Cambodia,12.2.1 – Material Footprint,5.701866892,,2019,Per Capita,12.2.1,CAM
"China, People's Republic of",12.2.1 – Material Footprint,21.95601134,,2019,Per Capita,12.2.1,PRC
Cook Islands,12.2.1 – Material Footprint,,,,Per Capita,12.2.1,COO
Fiji,12.2.1 – Material Footprint,,,,Per Capita,12.2.1,FIJ
Georgia,12.2.1 – Material Footprint,10.34838252,,2019,Per Capita,12.2.1,GEO
"Hong Kong, China",12.2.1 – Material Footprint,,,,Per Capita,12.2.1,HKG
India,12.2.1 – Material Footprint,5.225402823,,2019,Per Capita,12.2.1,IND
Indonesia,12.2.1 – Material Footprint,6.767100464,,2019,Per Capita,12.2.1,INO
Kazakhstan,12.2.1 – Material Footprint,34.40840026,,2019,Per Capita,12.2.1,KAZ
Kiribati,12.2.1 – Material Footprint,,,,Per Capita,12.2.1,KIR
"Korea, Republic of",12.2.1 – Material Footprint,22.01119052,,2019,Per Capita,12.2.1,KOR
Kyrgyz Republic,12.2.1 – Material Footprint,7.823701018,,2019,Per Capita,12.2.1,KGZ
Lao People's Democratic Republic,12.2.1 – Material Footprint,9.636152311,,2019,Per Capita,12.2.1,LAO
Malaysia,12.2.1 – Material Footprint,19.58651621,,2019,Per Capita,12.2.1,MAL
Maldives,12.2.1 – Material Footprint,,,,Per Capita,12.2.1,MLD
Marshall Islands,12.2.1 – Material Footprint,,,,Per Capita,12.2.1,RMI
"Micronesia, Federated States of",12.2.1 – Material Footprint,,,,Per Capita,12.2.1,FSM
Mongolia,12.2.1 – Material Footprint,10.618135,,2019,Per Capita,12.2.1,MON
Myanmar,12.2.1 – Material Footprint,2.063256163,,2019,Per Capita,12.2.1,MYA
Nauru,12.2.1 – Material Footprint,,,,Per Capita,12.2.1,NAU
Nepal,12.2.1 – Material Footprint,5.581134385,,2019,Per Capita,12.2.1,NEP
Niue,12.2.1 – Material Footprint,,,,Per Capita,12.2.1,NIU
Pakistan,12.2.1 – Material Footprint,3.453000602,,2019,Per Capita,12.2.1,PAK
Palau,12.2.1 – Material Footprint,,,,Per Capita,12.2.1,PLW
Papua New Guinea,12.2.1 – Material Footprint,5.225090954,,2019,Per Capita,12.2.1,PNG
Philippines,12.2.1 – Material Footprint,8.770976492,,2019,Per Capita,12.2.1,PHI
Samoa,12.2.1 – Material Footprint,,,,Per Capita,12.2.1,SAM
Singapore,12.2.1 – Material Footprint,50.43289999,,2019,Per Capita,12.2.1,SIN
Solomon Islands,12.2.1 – Material Footprint,,,,Per Capita,12.2.1,SOL
Sri Lanka,12.2.1 – Material Footprint,4.356176878,,2019,Per Capita,12.2.1,SRI
"Taipei,China",12.2.1 – Material Footprint,,,,Per Capita,12.2.1,TAP
Tajikistan,12.2.1 – Material Footprint,5.74945926,,2019,Per Capita,12.2.1,TAJ
Thailand,12.2.1 – Material Footprint,11.74780746,,2019,Per Capita,12.2.1,THA
Timor-Leste,12.2.1 – Material Footprint,,,,Per Capita,12.2.1,TIM
Tonga,12.2.1 – Material Footprint,,,,Per Capita,12.2.1,TON
Turkmenistan,12.2.1 – Material Footprint,13.13377473,,2019,Per Capita,12.2.1,TKM
Tuvalu,12.2.1 – Material Footprint,,,,Per Capita,12.2.1,TUV
Uzbekistan,12.2.1 – Material Footprint,6.124265218,,2019,Per Capita,12.2.1,UZB
Vanuatu,12.2.1 – Material Footprint,,,,Per Capita,12.2.1,VAN
Viet Nam,12.2.1 – Material Footprint,8.524925974,,2019,Per Capita,12.2.1,VIE
Afghanistan,12.2.2 – Domestic Material Consumption,46.56411672,,2019,Million Metric Tons,12.2.2,AFG
Armenia,12.2.2 – Domestic Material Consumption,49.30679826,,2019,Million Metric Tons,12.2.2,ARM
Azerbaijan,12.2.2 – Domestic Material Consumption,96.04044119,,2019,Million Metric Tons,12.2.2,AZE
Bangladesh,12.2.2 – Domestic Material Consumption,415.7671557,,2019,Million Metric Tons,12.2.2,BAN
Bhutan,12.2.2 – Domestic Material Consumption,21.17659761,,2019,Million Metric Tons,12.2.2,BHU
Brunei Darussalam,12.2.2 – Domestic Material Consumption,4.385050792,,2019,Million Metric Tons,12.2.2,BRU
Cambodia,12.2.2 – Domestic Material Consumption,124.1090807,,2019,Million Metric Tons,12.2.2,CAM
"China, People's Republic of",12.2.2 – Domestic Material Consumption,32667.40096,,2019,Million Metric Tons,12.2.2,PRC
Cook Islands,12.2.2 – Domestic Material Consumption,0.07126197,,2019,Million Metric Tons,12.2.2,COO
Fiji,12.2.2 – Domestic Material Consumption,4.818898568,,2019,Million Metric Tons,12.2.2,FIJ
Georgia,12.2.2 – Domestic Material Consumption,45.11499503,,2019,Million Metric Tons,12.2.2,GEO
"Hong Kong, China",12.2.2 – Domestic Material Consumption,132.088207,,2019,Million Metric Tons,12.2.2,HKG
India,12.2.2 – Domestic Material Consumption,7456.986191,,2019,Million Metric Tons,12.2.2,IND
